,movie,year,imdb,metascore,votes,n_imdb
539,Silkwood,1983,7.2,64,16490,72.0
540,Blue Thunder,1983,6.4,66,14794,64.0
541,Strange Brew,1983,6.8,50,14489,68.0
542,All the Right Moves,1983,5.9,62,14298,59.0
543,Staying Alive,1983,4.5,23,13070,45.0
544,Bad Boys,1983,7.2,53,12503,72.0
545,Valley Girl,1983,6.4,66,11702,64.0
546,Star Wars: Episode VI - Return of the Jedi,1983,8.3,58,846180,83.0
547,Scarface,1983,8.3,65,652526,83.0
548,Trading Places,1983,7.5,69,121743,75.0
549,A Christmas Story,1983,8.0,77,121494,80.0
550,Vacation,1983,7.4,55,85600,74.0
551,Octopussy,1983,6.6,63,85511,66.0
552,WarGames,1983,7.1,77,82317,71.0
553,Videodrome,1983,7.3,60,73363,73.0
554,Risky Business,1983,6.8,75,72596,68.0
555,The Outsiders,1983,7.2,41,66933,72.0
556,Christine,1983,6.7,57,62078,67.0
557,Superman III,1983,4.9,44,58716,49.0
558,Never Say Never Again,1983,6.2,68,55353,62.0
559,The Dead Zone,1983,7.2,69,53707,72.0
560,The Right Stuff,1983,7.9,91,51457,79.0
561,Terms of Endearment,1983,7.4,79,48684,74.0
562,Flashdance,1983,6.2,39,42195,62.0
563,Sudden Impact,1983,6.6,52,36583,66.0
564,Jaws 3-D,1983,3.6,27,34687,36.0
565,Cujo,1983,6.0,57,33716,60.0
566,Twilight Zone: The Movie,1983,6.5,44,29832,65.0
567,The Big Chill,1983,7.2,61,29665,72.0
568,Rumble Fish,1983,7.2,63,28547,72.0
569,Krull,1983,6.1,45,27343,61.0
570,The Man with Two Brains,1983,6.4,61,22197,64.0
571,Sleepaway Camp,1983,6.3,58,21476,63.0
572,Psycho II,1983,6.4,54,20638,64.0
573,Mr. Mom,1983,6.5,50,18878,65.0
574,Silkwood,1983,7.2,64,16490,72.0
575,Blue Thunder,1983,6.4,66,14794,64.0
576,Strange Brew,1983,6.8,50,14489,68.0
577,All the Right Moves,1983,5.9,62,14298,59.0
578,Staying Alive,1983,4.5,23,13070,45.0
579,Bad Boys,1983,7.2,53,12503,72.0
580,Valley Girl,1983,6.4,66,11702,64.0
581,Star Wars: Episode VI - Return of the Jedi,1983,8.3,58,846180,83.0
582,Scarface,1983,8.3,65,652526,83.0
583,Trading Places,1983,7.5,69,121743,75.0
584,A Christmas Story,1983,8.0,77,121494,80.0
585,Vacation,1983,7.4,55,85600,74.0
586,Octopussy,1983,6.6,63,85511,66.0
587,WarGames,1983,7.1,77,82317,71.0
588,Videodrome,1983,7.3,60,73363,73.0
589,Risky Business,1983,6.8,75,72596,68.0
590,The Outsiders,1983,7.2,41,66933,72.0
591,Christine,1983,6.7,57,62078,67.0
592,Superman III,1983,4.9,44,58716,49.0
593,Never Say Never Again,1983,6.2,68,55353,62.0
594,The Dead Zone,1983,7.2,69,53707,72.0
595,The Right Stuff,1983,7.9,91,51457,79.0
596,Terms of Endearment,1983,7.4,79,48684,74.0
597,Flashdance,1983,6.2,39,42195,62.0
598,Sudden Impact,1983,6.6,52,36583,66.0
599,Jaws 3-D,1983,3.6,27,34687,36.0
600,Cujo,1983,6.0,57,33716,60.0
601,Twilight Zone: The Movie,1983,6.5,44,29832,65.0
602,The Big Chill,1983,7.2,61,29665,72.0
603,Rumble Fish,1983,7.2,63,28547,72.0
604,Krull,1983,6.1,45,27343,61.0
605,The Man with Two Brains,1983,6.4,61,22197,64.0
606,Sleepaway Camp,1983,6.3,58,21476,63.0
607,Psycho II,1983,6.4,54,20638,64.0
608,Mr. Mom,1983,6.5,50,18878,65.0
609,Silkwood,1983,7.2,64,16490,72.0
610,Blue Thunder,1983,6.4,66,14794,64.0
611,Strange Brew,1983,6.8,50,14489,68.0
612,All the Right Moves,1983,5.9,62,14298,59.0
613,Staying Alive,1983,4.5,23,13070,45.0
614,Bad Boys,1983,7.2,53,12503,72.0
615,Valley Girl,1983,6.4,66,11702,64.0
616,The Terminator,1984,8.0,84,717423,80.0
617,Indiana Jones and the Temple of Doom,1984,7.6,57,398048,76.0
618,Amadeus,1984,8.3,93,330865,83.0
619,Ghostbusters,1984,7.8,71,319099,78.0
620,A Nightmare on Elm Street,1984,7.5,76,181962,75.0
621,Gremlins,1984,7.3,70,174849,73.0
622,The Karate Kid,1984,7.2,60,155328,72.0
623,Beverly Hills Cop,1984,7.3,64,146971,73.0
624,Nausicaä of the Valley of the Wind,1984,8.1,86,125628,81.0
625,This Is Spinal Tap,1984,8.0,91,118754,80.0
626,The NeverEnding Story,1984,7.4,46,117126,74.0
627,Dune,1984,6.6,40,109761,66.0
628,Police Academy,1984,6.7,41,101938,67.0
629,Sixteen Candles,1984,7.1,61,91545,71.0
630,Blood Simple,1984,7.6,81,78649,76.0
631,Romancing the Stone,1984,6.9,63,74576,69.0
632,"Paris, Texas",1984,8.1,78,72521,81.0
633,Conan the Destroyer,1984,5.9,53,70506,59.0
634,Star Trek III: The Search for Spock,1984,6.7,56,67762,67.0
635,Footloose,1984,6.5,42,62532,65.0
636,Splash,1984,6.2,71,62478,62.0
637,1984,1984,7.2,67,59100,72.0
638,Top Secret!,1984,7.2,68,53748,72.0
639,Red Dawn,1984,6.4,55,46756,64.0
640,2010: The Year We Make Contact,1984,6.8,53,46294,68.0
641,Revenge of the Nerds,1984,6.6,44,45065,66.0
642,Children of the Corn,1984,5.6,45,42059,56.0
643,The Natural,1984,7.5,61,39145,75.0
644,Starman,1984,7.0,71,38568,70.0
645,Friday the 13th: The Final Chapter,1984,6.0,33,37986,60.0
646,The Last Starfighter,1984,6.7,67,34506,67.0
647,Bachelor Party,1984,6.3,56,32626,63.0
648,Stranger Than Paradise,1984,7.6,86,30385,76.0
649,Repo Man,1984,6.9,75,30065,69.0
650,Firestarter,1984,6.0,50,26584,60.0
651,Body Double,1984,6.8,69,24866,68.0
652,The Toxic Avenger,1984,6.3,42,22306,63.0
653,Broadway Danny Rose,1984,7.5,80,21636,75.0
654,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,6.4,70,21604,64.0
655,The Bounty,1984,7.1,62,21398,71.0
656,The Muppets Take Manhattan,1984,6.9,64,17582,69.0
657,Purple Rain,1984,6.5,55,17338,65.0
658,Supergirl,1984,4.4,42,16598,44.0
659,The Terminator,1984,8.0,84,717423,80.0
660,Indiana Jones and the Temple of Doom,1984,7.6,57,398048,76.0
661,Amadeus,1984,8.3,93,330865,83.0
662,Ghostbusters,1984,7.8,71,319099,78.0
663,A Nightmare on Elm Street,1984,7.5,76,181962,75.0
664,Gremlins,1984,7.3,70,174849,73.0
665,The Karate Kid,1984,7.2,60,155328,72.0
666,Beverly Hills Cop,1984,7.3,64,146971,73.0
667,Nausicaä of the Valley of the Wind,1984,8.1,86,125628,81.0
668,This Is Spinal Tap,1984,8.0,91,118754,80.0
669,The NeverEnding Story,1984,7.4,46,117126,74.0
670,Dune,1984,6.6,40,109761,66.0
671,Police Academy,1984,6.7,41,101938,67.0
672,Sixteen Candles,1984,7.1,61,91545,71.0
673,Blood Simple,1984,7.6,81,78649,76.0
674,Romancing the Stone,1984,6.9,63,74576,69.0
675,"Paris, Texas",1984,8.1,78,72521,81.0
676,Conan the Destroyer,1984,5.9,53,70506,59.0
677,Star Trek III: The Search for Spock,1984,6.7,56,67762,67.0
678,Footloose,1984,6.5,42,62532,65.0
679,Splash,1984,6.2,71,62478,62.0
680,1984,1984,7.2,67,59100,72.0
681,Top Secret!,1984,7.2,68,53748,72.0
682,Red Dawn,1984,6.4,55,46756,64.0
683,2010: The Year We Make Contact,1984,6.8,53,46294,68.0
684,Revenge of the Nerds,1984,6.6,44,45065,66.0
685,Children of the Corn,1984,5.6,45,42059,56.0
686,The Natural,1984,7.5,61,39145,75.0
687,Starman,1984,7.0,71,38568,70.0
688,Friday the 13th: The Final Chapter,1984,6.0,33,37986,60.0
689,The Last Starfighter,1984,6.7,67,34506,67.0
690,Bachelor Party,1984,6.3,56,32626,63.0
691,Stranger Than Paradise,1984,7.6,86,30385,76.0
692,Repo Man,1984,6.9,75,30065,69.0
693,Firestarter,1984,6.0,50,26584,60.0
694,Body Double,1984,6.8,69,24866,68.0
695,The Toxic Avenger,1984,6.3,42,22306,63.0
696,Broadway Danny Rose,1984,7.5,80,21636,75.0
697,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,6.4,70,21604,64.0
698,The Bounty,1984,7.1,62,21398,71.0
699,The Muppets Take Manhattan,1984,6.9,64,17582,69.0
700,Purple Rain,1984,6.5,55,17338,65.0
701,Supergirl,1984,4.4,42,16598,44.0
702,The Terminator,1984,8.0,84,717423,80.0
703,Indiana Jones and the Temple of Doom,1984,7.6,57,398048,76.0
704,Amadeus,1984,8.3,93,330865,83.0
705,Ghostbusters,1984,7.8,71,319099,78.0
706,A Nightmare on Elm Street,1984,7.5,76,181962,75.0
707,Gremlins,1984,7.3,70,174849,73.0
708,The Karate Kid,1984,7.2,60,155328,72.0
709,Beverly Hills Cop,1984,7.3,64,146971,73.0
710,Nausicaä of the Valley of the Wind,1984,8.1,86,125628,81.0
711,This Is Spinal Tap,1984,8.0,91,118754,80.0
712,The NeverEnding Story,1984,7.4,46,117126,74.0
713,Dune,1984,6.6,40,109761,66.0
714,Police Academy,1984,6.7,41,101938,67.0
715,Sixteen Candles,1984,7.1,61,91545,71.0
716,Blood Simple,1984,7.6,81,78649,76.0
717,Romancing the Stone,1984,6.9,63,74576,69.0
718,"Paris, Texas",1984,8.1,78,72521,81.0
719,Conan the Destroyer,1984,5.9,53,70506,59.0
720,Star Trek III: The Search for Spock,1984,6.7,56,67762,67.0
721,Footloose,1984,6.5,42,62532,65.0
722,Splash,1984,6.2,71,62478,62.0
723,1984,1984,7.2,67,59100,72.0
724,Top Secret!,1984,7.2,68,53748,72.0
725,Red Dawn,1984,6.4,55,46756,64.0
726,2010: The Year We Make Contact,1984,6.8,53,46294,68.0
727,Revenge of the Nerds,1984,6.6,44,45065,66.0
728,Children of the Corn,1984,5.6,45,42059,56.0
729,The Natural,1984,7.5,61,39145,75.0
730,Starman,1984,7.0,71,38568,70.0
731,Friday the 13th: The Final Chapter,1984,6.0,33,37986,60.0
732,The Last Starfighter,1984,6.7,67,34506,67.0
733,Bachelor Party,1984,6.3,56,32626,63.0
734,Stranger Than Paradise,1984,7.6,86,30385,76.0
735,Repo Man,1984,6.9,75,30065,69.0
736,Firestarter,1984,6.0,50,26584,60.0
737,Body Double,1984,6.8,69,24866,68.0
738,The Toxic Avenger,1984,6.3,42,22306,63.0
739,Broadway Danny Rose,1984,7.5,80,21636,75.0
740,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,6.4,70,21604,64.0
741,The Bounty,1984,7.1,62,21398,71.0
742,The Muppets Take Manhattan,1984,6.9,64,17582,69.0
743,Purple Rain,1984,6.5,55,17338,65.0
744,Supergirl,1984,4.4,42,16598,44.0
745,The Terminator,1984,8.0,84,717423,80.0
746,Indiana Jones and the Temple of Doom,1984,7.6,57,398048,76.0
747,Amadeus,1984,8.3,93,330865,83.0
748,Ghostbusters,1984,7.8,71,319099,78.0
749,A Nightmare on Elm Street,1984,7.5,76,181962,75.0
750,Gremlins,1984,7.3,70,174849,73.0
751,The Karate Kid,1984,7.2,60,155328,72.0
752,Beverly Hills Cop,1984,7.3,64,146971,73.0
753,Nausicaä of the Valley of the Wind,1984,8.1,86,125628,81.0
754,This Is Spinal Tap,1984,8.0,91,118754,80.0
755,The NeverEnding Story,1984,7.4,46,117126,74.0
756,Dune,1984,6.6,40,109761,66.0
757,Police Academy,1984,6.7,41,101938,67.0
758,Sixteen Candles,1984,7.1,61,91545,71.0
759,Blood Simple,1984,7.6,81,78649,76.0
760,Romancing the Stone,1984,6.9,63,74576,69.0
761,"Paris, Texas",1984,8.1,78,72521,81.0
762,Conan the Destroyer,1984,5.9,53,70506,59.0
763,Star Trek III: The Search for Spock,1984,6.7,56,67762,67.0
764,Footloose,1984,6.5,42,62532,65.0
765,Splash,1984,6.2,71,62478,62.0
766,1984,1984,7.2,67,59100,72.0
767,Top Secret!,1984,7.2,68,53748,72.0
768,Red Dawn,1984,6.4,55,46756,64.0
769,2010: The Year We Make Contact,1984,6.8,53,46294,68.0
770,Revenge of the Nerds,1984,6.6,44,45065,66.0
771,Children of the Corn,1984,5.6,45,42059,56.0
772,The Natural,1984,7.5,61,39145,75.0
773,Starman,1984,7.0,71,38568,70.0
774,Friday the 13th: The Final Chapter,1984,6.0,33,37986,60.0
775,The Last Starfighter,1984,6.7,67,34506,67.0
776,Bachelor Party,1984,6.3,56,32626,63.0
777,Stranger Than Paradise,1984,7.6,86,30385,76.0
778,Repo Man,1984,6.9,75,30065,69.0
779,Firestarter,1984,6.0,50,26584,60.0
780,Body Double,1984,6.8,69,24866,68.0
781,The Toxic Avenger,1984,6.3,42,22306,63.0
782,Broadway Danny Rose,1984,7.5,80,21636,75.0
783,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,6.4,70,21604,64.0
784,The Bounty,1984,7.1,62,21398,71.0
785,The Muppets Take Manhattan,1984,6.9,64,17582,69.0
786,Purple Rain,1984,6.5,55,17338,65.0
787,Supergirl,1984,4.4,42,16598,44.0
788,Back to the Future,1985,8.5,87,914997,85.0
789,The Breakfast Club,1985,7.9,62,313557,79.0
790,The Goonies,1985,7.8,60,213389,78.0
791,Brazil,1985,8.0,88,173353,80.0
792,Rocky IV,1985,6.8,40,165515,68.0
793,Rambo: First Blood Part II,1985,6.4,47,136215,64.0
794,Commando,1985,6.7,51,131713,67.0
795,Mad Max Beyond Thunderdome,1985,6.3,71,116545,63.0
796,Ran,1985,8.2,96,98048,82.0
797,A View to a Kill,1985,6.3,40,79095,63.0
798,Witness,1985,7.4,76,77291,74.0
799,Weird Science,1985,6.6,46,71198,66.0
800,The Color Purple,1985,7.8,78,70601,78.0
801,Clue,1985,7.3,36,67963,73.0
802,Day of the Dead,1985,7.2,60,57190,72.0
803,Legend,1985,6.5,30,54090,65.0
804,A Nightmare on Elm Street 2: Freddy's Revenge,1985,5.4,43,53707,54.0
805,Cocoon,1985,6.7,65,51679,67.0
806,European Vacation,1985,6.2,47,51488,62.0
807,Re-Animator,1985,7.2,73,48776,72.0
808,After Hours,1985,7.7,90,48709,77.0
809,The Return of the Living Dead,1985,7.4,66,48071,74.0
810,Pale Rider,1985,7.3,61,46968,73.0
811,Police Academy 2: Their First Assignment,1985,5.7,39,46364,57.0
812,Pee-wee's Big Adventure,1985,7.0,47,46067,70.0
813,Fletch,1985,6.9,68,43254,69.0
814,The Purple Rose of Cairo,1985,7.7,75,42568,77.0
815,Teen Wolf,1985,6.0,25,40969,60.0
816,Spies Like Us,1985,6.4,22,40237,64.0
817,Enemy Mine,1985,6.9,59,39556,69.0
818,Better Off Dead...,1985,7.2,51,38245,72.0
819,A Room with a View,1985,7.4,80,35388,74.0
820,Red Sonja,1985,5.1,35,35300,51.0
821,Silverado,1985,7.2,64,33235,72.0
822,Brewster's Millions,1985,6.5,37,32571,65.0
823,St. Elmo's Fire,1985,6.4,35,32226,64.0
824,Friday the 13th: A New Beginning,1985,4.8,16,28673,48.0
825,Real Genius,1985,7.0,71,27527,70.0
826,The Black Cauldron,1985,6.5,59,26877,65.0
827,To Live and Die in L.A.,1985,7.3,81,25544,73.0
828,Runaway Train,1985,7.3,67,24039,73.0
829,Police Story,1985,7.6,76,23940,76.0
830,Mask,1985,7.2,73,23645,72.0
831,Back to the Future,1985,8.5,87,914997,85.0
832,The Breakfast Club,1985,7.9,62,313557,79.0
833,The Goonies,1985,7.8,60,213389,78.0
834,Brazil,1985,8.0,88,173353,80.0
835,Rocky IV,1985,6.8,40,165515,68.0
836,Rambo: First Blood Part II,1985,6.4,47,136215,64.0
837,Commando,1985,6.7,51,131713,67.0
838,Mad Max Beyond Thunderdome,1985,6.3,71,116545,63.0
839,Ran,1985,8.2,96,98048,82.0
840,A View to a Kill,1985,6.3,40,79095,63.0
841,Witness,1985,7.4,76,77291,74.0
842,Weird Science,1985,6.6,46,71198,66.0
843,The Color Purple,1985,7.8,78,70601,78.0
844,Clue,1985,7.3,36,67963,73.0
845,Day of the Dead,1985,7.2,60,57190,72.0
846,Legend,1985,6.5,30,54090,65.0
847,A Nightmare on Elm Street 2: Freddy's Revenge,1985,5.4,43,53707,54.0
848,Cocoon,1985,6.7,65,51679,67.0
849,European Vacation,1985,6.2,47,51488,62.0
850,Re-Animator,1985,7.2,73,48776,72.0
851,After Hours,1985,7.7,90,48709,77.0
852,The Return of the Living Dead,1985,7.4,66,48071,74.0
853,Pale Rider,1985,7.3,61,46968,73.0
854,Police Academy 2: Their First Assignment,1985,5.7,39,46364,57.0
855,Pee-wee's Big Adventure,1985,7.0,47,46067,70.0
856,Fletch,1985,6.9,68,43254,69.0
857,The Purple Rose of Cairo,1985,7.7,75,42568,77.0
858,Teen Wolf,1985,6.0,25,40969,60.0
859,Spies Like Us,1985,6.4,22,40237,64.0
860,Enemy Mine,1985,6.9,59,39556,69.0
861,Better Off Dead...,1985,7.2,51,38245,72.0
862,A Room with a View,1985,7.4,80,35388,74.0
863,Red Sonja,1985,5.1,35,35300,51.0
864,Silverado,1985,7.2,64,33235,72.0
865,Brewster's Millions,1985,6.5,37,32571,65.0
866,St. Elmo's Fire,1985,6.4,35,32226,64.0
867,Friday the 13th: A New Beginning,1985,4.8,16,28673,48.0
868,Real Genius,1985,7.0,71,27527,70.0
869,The Black Cauldron,1985,6.5,59,26877,65.0
870,To Live and Die in L.A.,1985,7.3,81,25544,73.0
871,Runaway Train,1985,7.3,67,24039,73.0
872,Police Story,1985,7.6,76,23940,76.0
873,Mask,1985,7.2,73,23645,72.0
874,Back to the Future,1985,8.5,87,914997,85.0
875,The Breakfast Club,1985,7.9,62,313557,79.0
876,The Goonies,1985,7.8,60,213389,78.0
877,Brazil,1985,8.0,88,173353,80.0
878,Rocky IV,1985,6.8,40,165515,68.0
879,Rambo: First Blood Part II,1985,6.4,47,136215,64.0
880,Commando,1985,6.7,51,131713,67.0
881,Mad Max Beyond Thunderdome,1985,6.3,71,116545,63.0
882,Ran,1985,8.2,96,98048,82.0
883,A View to a Kill,1985,6.3,40,79095,63.0
884,Witness,1985,7.4,76,77291,74.0
885,Weird Science,1985,6.6,46,71198,66.0
886,The Color Purple,1985,7.8,78,70601,78.0
887,Clue,1985,7.3,36,67963,73.0
888,Day of the Dead,1985,7.2,60,57190,72.0
889,Legend,1985,6.5,30,54090,65.0
890,A Nightmare on Elm Street 2: Freddy's Revenge,1985,5.4,43,53707,54.0
891,Cocoon,1985,6.7,65,51679,67.0
892,European Vacation,1985,6.2,47,51488,62.0
893,Re-Animator,1985,7.2,73,48776,72.0
894,After Hours,1985,7.7,90,48709,77.0
895,The Return of the Living Dead,1985,7.4,66,48071,74.0
896,Pale Rider,1985,7.3,61,46968,73.0
897,Police Academy 2: Their First Assignment,1985,5.7,39,46364,57.0
898,Pee-wee's Big Adventure,1985,7.0,47,46067,70.0
899,Fletch,1985,6.9,68,43254,69.0
900,The Purple Rose of Cairo,1985,7.7,75,42568,77.0
901,Teen Wolf,1985,6.0,25,40969,60.0
902,Spies Like Us,1985,6.4,22,40237,64.0
903,Enemy Mine,1985,6.9,59,39556,69.0
904,Better Off Dead...,1985,7.2,51,38245,72.0
905,A Room with a View,1985,7.4,80,35388,74.0
906,Red Sonja,1985,5.1,35,35300,51.0
907,Silverado,1985,7.2,64,33235,72.0
908,Brewster's Millions,1985,6.5,37,32571,65.0
909,St. Elmo's Fire,1985,6.4,35,32226,64.0
910,Friday the 13th: A New Beginning,1985,4.8,16,28673,48.0
911,Real Genius,1985,7.0,71,27527,70.0
912,The Black Cauldron,1985,6.5,59,26877,65.0
913,To Live and Die in L.A.,1985,7.3,81,25544,73.0
914,Runaway Train,1985,7.3,67,24039,73.0
915,Police Story,1985,7.6,76,23940,76.0
916,Mask,1985,7.2,73,23645,72.0
917,Back to the Future,1985,8.5,87,914997,85.0
918,The Breakfast Club,1985,7.9,62,313557,79.0
919,The Goonies,1985,7.8,60,213389,78.0
920,Brazil,1985,8.0,88,173353,80.0
921,Rocky IV,1985,6.8,40,165515,68.0
922,Rambo: First Blood Part II,1985,6.4,47,136215,64.0
923,Commando,1985,6.7,51,131713,67.0
924,Mad Max Beyond Thunderdome,1985,6.3,71,116545,63.0
925,Ran,1985,8.2,96,98048,82.0
926,A View to a Kill,1985,6.3,40,79095,63.0
927,Witness,1985,7.4,76,77291,74.0
928,Weird Science,1985,6.6,46,71198,66.0
929,The Color Purple,1985,7.8,78,70601,78.0
930,Clue,1985,7.3,36,67963,73.0
931,Day of the Dead,1985,7.2,60,57190,72.0
932,Legend,1985,6.5,30,54090,65.0
933,A Nightmare on Elm Street 2: Freddy's Revenge,1985,5.4,43,53707,54.0
934,Cocoon,1985,6.7,65,51679,67.0
935,European Vacation,1985,6.2,47,51488,62.0
936,Re-Animator,1985,7.2,73,48776,72.0
937,After Hours,1985,7.7,90,48709,77.0
938,The Return of the Living Dead,1985,7.4,66,48071,74.0
939,Pale Rider,1985,7.3,61,46968,73.0
940,Police Academy 2: Their First Assignment,1985,5.7,39,46364,57.0
941,Pee-wee's Big Adventure,1985,7.0,47,46067,70.0
942,Fletch,1985,6.9,68,43254,69.0
943,The Purple Rose of Cairo,1985,7.7,75,42568,77.0
944,Teen Wolf,1985,6.0,25,40969,60.0
945,Spies Like Us,1985,6.4,22,40237,64.0
946,Enemy Mine,1985,6.9,59,39556,69.0
947,Better Off Dead...,1985,7.2,51,38245,72.0
948,A Room with a View,1985,7.4,80,35388,74.0
949,Red Sonja,1985,5.1,35,35300,51.0
950,Silverado,1985,7.2,64,33235,72.0
951,Brewster's Millions,1985,6.5,37,32571,65.0
952,St. Elmo's Fire,1985,6.4,35,32226,64.0
953,Friday the 13th: A New Beginning,1985,4.8,16,28673,48.0
954,Real Genius,1985,7.0,71,27527,70.0
955,The Black Cauldron,1985,6.5,59,26877,65.0
956,To Live and Die in L.A.,1985,7.3,81,25544,73.0
957,Runaway Train,1985,7.3,67,24039,73.0
958,Police Story,1985,7.6,76,23940,76.0
959,Mask,1985,7.2,73,23645,72.0
960,Aliens,1986,8.4,84,590554,84.0
961,Platoon,1986,8.1,92,346787,81.0
962,Stand by Me,1986,8.1,75,328904,81.0
963,Ferris Bueller's Day Off,1986,7.8,61,285009,78.0
964,Top Gun,1986,6.9,50,257870,69.0
965,Blue Velvet,1986,7.8,76,160007,78.0
966,The Fly,1986,7.5,79,142209,75.0
967,Castle in the Sky,1986,8.1,78,125007,81.0
968,Highlander,1986,7.2,24,111826,72.0
969,Labyrinth,1986,7.4,50,111290,74.0
970,Big Trouble in Little China,1986,7.3,53,111013,73.0
971,Crocodile Dundee,1986,6.6,62,84660,66.0
972,Star Trek IV: The Voyage Home,1986,7.3,71,71373,73.0
973,The Color of Money,1986,7.0,77,67050,70.0
974,Pretty in Pink,1986,6.8,57,66330,68.0
975,The Karate Kid Part II,1986,6.0,55,64570,60.0
976,¡Three Amigos!,1986,6.5,52,61945,65.0
977,Hannah and Her Sisters,1986,7.9,90,61026,79.0
978,Cobra,1986,5.7,25,59963,57.0
979,Manhunter,1986,7.2,75,58649,72.0
980,Little Shop of Horrors,1986,7.0,81,57799,70.0
981,The Mission,1986,7.5,55,51042,75.0
982,Short Circuit,1986,6.6,50,50935,66.0
983,The Golden Child,1986,5.9,37,46321,59.0
984,The Money Pit,1986,6.3,49,44893,63.0
985,An American Tail,1986,6.9,38,44317,69.0
986,Down by Law,1986,7.8,75,42805,78.0
987,The Great Mouse Detective,1986,7.2,73,39676,72.0
988,Flight of the Navigator,1986,6.9,64,39589,69.0
989,Hoosiers,1986,7.6,76,39124,76.0
990,Howard the Duck,1986,4.6,28,39084,46.0
991,The Hitcher,1986,7.3,32,38873,73.0
992,Police Academy 3: Back in Training,1986,5.3,33,38420,53.0
993,Heartbreak Ridge,1986,6.8,53,35630,68.0
994,9½ Weeks,1986,5.9,50,34082,59.0
995,Friday the 13th Part VI: Jason Lives,1986,6.0,30,32533,60.0
996,Peggy Sue Got Married,1986,6.3,74,30056,63.0
997,Critters,1986,6.0,52,27891,60.0
998,Henry: Portrait of a Serial Killer,1986,7.0,80,27798,70.0
999,Raw Deal,1986,5.5,44,27204,55.0
1000,Maximum Overdrive,1986,5.4,24,27155,54.0
1001,Sid and Nancy,1986,7.1,76,26972,71.0
1002,Back to School,1986,6.6,68,25213,66.0
1003,Aliens,1986,8.4,84,590554,84.0
1004,Platoon,1986,8.1,92,346787,81.0
1005,Stand by Me,1986,8.1,75,328904,81.0
1006,Ferris Bueller's Day Off,1986,7.8,61,285009,78.0
1007,Top Gun,1986,6.9,50,257870,69.0
1008,Blue Velvet,1986,7.8,76,160007,78.0
1009,The Fly,1986,7.5,79,142209,75.0
1010,Castle in the Sky,1986,8.1,78,125007,81.0
1011,Highlander,1986,7.2,24,111826,72.0
1012,Labyrinth,1986,7.4,50,111290,74.0
1013,Big Trouble in Little China,1986,7.3,53,111013,73.0
1014,Crocodile Dundee,1986,6.6,62,84660,66.0
1015,Star Trek IV: The Voyage Home,1986,7.3,71,71373,73.0
1016,The Color of Money,1986,7.0,77,67050,70.0
1017,Pretty in Pink,1986,6.8,57,66330,68.0
1018,The Karate Kid Part II,1986,6.0,55,64570,60.0
1019,¡Three Amigos!,1986,6.5,52,61945,65.0
1020,Hannah and Her Sisters,1986,7.9,90,61026,79.0
1021,Cobra,1986,5.7,25,59963,57.0
1022,Manhunter,1986,7.2,75,58649,72.0
1023,Little Shop of Horrors,1986,7.0,81,57799,70.0
1024,The Mission,1986,7.5,55,51042,75.0
1025,Short Circuit,1986,6.6,50,50935,66.0
1026,The Golden Child,1986,5.9,37,46321,59.0
1027,The Money Pit,1986,6.3,49,44893,63.0
1028,An American Tail,1986,6.9,38,44317,69.0
1029,Down by Law,1986,7.8,75,42805,78.0
1030,The Great Mouse Detective,1986,7.2,73,39676,72.0
1031,Flight of the Navigator,1986,6.9,64,39589,69.0
1032,Hoosiers,1986,7.6,76,39124,76.0
1033,Howard the Duck,1986,4.6,28,39084,46.0
1034,The Hitcher,1986,7.3,32,38873,73.0
1035,Police Academy 3: Back in Training,1986,5.3,33,38420,53.0
1036,Heartbreak Ridge,1986,6.8,53,35630,68.0
1037,9½ Weeks,1986,5.9,50,34082,59.0
1038,Friday the 13th Part VI: Jason Lives,1986,6.0,30,32533,60.0
1039,Peggy Sue Got Married,1986,6.3,74,30056,63.0
1040,Critters,1986,6.0,52,27891,60.0
1041,Henry: Portrait of a Serial Killer,1986,7.0,80,27798,70.0
1042,Raw Deal,1986,5.5,44,27204,55.0
1043,Maximum Overdrive,1986,5.4,24,27155,54.0
1044,Sid and Nancy,1986,7.1,76,26972,71.0
1045,Back to School,1986,6.6,68,25213,66.0
1046,Aliens,1986,8.4,84,590554,84.0
1047,Platoon,1986,8.1,92,346787,81.0
1048,Stand by Me,1986,8.1,75,328904,81.0
1049,Ferris Bueller's Day Off,1986,7.8,61,285009,78.0
1050,Top Gun,1986,6.9,50,257870,69.0
1051,Blue Velvet,1986,7.8,76,160007,78.0
1052,The Fly,1986,7.5,79,142209,75.0
1053,Castle in the Sky,1986,8.1,78,125007,81.0
1054,Highlander,1986,7.2,24,111826,72.0
1055,Labyrinth,1986,7.4,50,111290,74.0
1056,Big Trouble in Little China,1986,7.3,53,111013,73.0
1057,Crocodile Dundee,1986,6.6,62,84660,66.0
1058,Star Trek IV: The Voyage Home,1986,7.3,71,71373,73.0
1059,The Color of Money,1986,7.0,77,67050,70.0
1060,Pretty in Pink,1986,6.8,57,66330,68.0
1061,The Karate Kid Part II,1986,6.0,55,64570,60.0
1062,¡Three Amigos!,1986,6.5,52,61945,65.0
